"locality_identifier","household_identifier","treatment_locality","promotion_locality","eligible","enrolled","enrolled_rp","poverty_index","round","health_expenditures","age_hh","age_sp","educ_hh","educ_sp","female_hh","indigenous","hhsize","dirtfloor","bathroom","land","hospital_distance","enrolled_num"
70,5203,"Control","No promotion","Eligible","Not enrolled",0,37.1715621948242,"After",23.8007030487061,71,61,0,0,0,0,7,0,1,4,80.862364300012,0
70,5203,"Control","No promotion","Eligible","Not enrolled",0,37.1715621948242,"Before",16.3057384490967,70,60,0,0,0,0,7,0,1,4,80.862364300012,0
70,5205,"Control","No promotion","Eligible","Not enrolled",0,51.5455932617188,"Before",28.1869335174561,70,41,0,2,0,0,1,1,1,1,80.862364300012,0
70,5205,"Control","No promotion","Eligible","Not enrolled",0,51.5455932617188,"After",48.5637321472168,70,41,0,2,0,0,1,1,1,1,80.862364300012,0
70,5207,"Control","No promotion","Eligible","Not enrolled",0,44.0494575500488,"After",22.9791698455811,37,38,0,4,0,0,6,0,1,3,80.862364300012,0
70,5207,"Control","No promotion","Eligible","Not enrolled",0,44.0494575500488,"Before",16.3574981689453,36,37,0,4,0,0,6,0,1,3,80.862364300012,0
70,5209,"Control","No promotion","Eligible","Not enrolled",0,46.0587310791016,"Before",11.6333646774292,52,48,3,1,0,0,8,1,1,1,80.862364300012,0
70,5209,"Control","No promotion","Eligible","Not enrolled",0,46.0587310791016,"After",11.6064395904541,53,49,3,1,0,0,8,1,1,1,80.862364300012,0
70,5210,"Control","No promotion","Eligible","Not enrolled",0,50,"After",18.1796684265137,25,24,5,9,0,0,4,1,0,0,80.862364300012,0
70,5210,"Control","No promotion","Eligible","Not enrolled",0,50,"Before",15.9689054489136,24,23,5,9,0,0,4,1,0,0,80.862364300012,0
70,5211,"Control","No promotion","Eligible","Not enrolled",0,49.3044815063477,"After",18.4954948425293,29,29,3,9,0,0,5,0,1,1,80.862364300012,0
70,5211,"Control","No promotion","Eligible","Not enrolled",0,49.3044815063477,"Before",17.8165493011475,28,28,3,9,0,0,5,0,1,1,80.862364300012,0
70,5212,"Control","No promotion","Eligible","Not enrolled",0,53.0911903381348,"Before",17.9007301330566,24,22,5,6,0,0,3,1,0,0,80.862364300012,0
70,5212,"Control","No promotion","Eligible","Not enrolled",0,53.0911903381348,"After",29.5855770111084,25,22,5,6,0,0,3,1,0,0,80.862364300012,0
70,5215,"Control","No promotion","Eligible","Not enrolled",0,47.3724899291992,"Before",16.1800861358643,34,32,9,0,0,0,6,0,0,1,80.862364300012,0
70,5215,"Control","No promotion","Eligible","Not enrolled",0,47.3724899291992,"After",9.4929084777832,35,33,9,0,0,0,6,0,0,1,80.862364300012,0
70,5217,"Control","No promotion","Eligible","Not enrolled",0,46.2132911682129,"Before",13.6677722930908,36,25,4,7,0,0,6,1,1,1,80.862364300012,0
70,5217,"Control","No promotion","Eligible","Not enrolled",0,46.2132911682129,"After",15.6591157913208,37,26,4,7,0,0,6,1,1,1,80.862364300012,0
70,5218,"Control","No promotion","Eligible","Not enrolled",0,50,"After",14.7556447982788,19,18,6,7,0,0,4,1,0,0,80.862364300012,0
70,5218,"Control","No promotion","Eligible","Not enrolled",0,50,"Before",14.7252330780029,18,17,6,7,0,0,4,1,0,0,80.862364300012,0
70,5219,"Control","No promotion","Eligible","Not enrolled",0,35.9350852966309,"After",14.4775238037109,30,33,0,3,0,0,5,1,1,0,80.862364300012,0
70,5219,"Control","No promotion","Eligible","Not enrolled",0,35.9350852966309,"Before",14.3800144195557,29,32,0,3,0,0,5,1,1,0,80.862364300012,0
70,5220,"Control","No promotion","Eligible","Not enrolled",0,37.6618232727051,"Before",16.1868438720703,43,32,3,6,0,0,5,1,0,0,80.862364300012,0
70,5220,"Control","No promotion","Eligible","Not enrolled",0,37.6618232727051,"After",24.553279876709,44,33,3,6,0,0,5,1,0,0,80.862364300012,0
70,5223,"Control","No promotion","Eligible","Not enrolled",0,34.6213302612305,"After",18.6590881347656,30,31,2,6,0,0,8,1,0,5,80.862364300012,0
70,5223,"Control","No promotion","Eligible","Not enrolled",0,34.6213302612305,"Before",9.67370128631592,29,30,2,6,0,0,8,1,0,5,80.862364300012,0
147,5226,"Treatment","Promotion","Eligible","Enrolled",1,42.9675407409668,"After",13.9077882766724,33,34,6,2,1,0,6,1,1,0,74.0918998566306,1
147,5226,"Treatment","Promotion","Eligible","Enrolled",1,42.9675407409668,"Before",15.9788799285889,32,41,6,2,1,0,6,1,1,0,74.0918998566306,1
147,5229,"Treatment","Promotion","Eligible","Enrolled",1,48.8408050537109,"After",6.06751728057861,39,37,0,0,0,0,5,0,0,0,74.0918998566306,1
147,5229,"Treatment","Promotion","Eligible","Enrolled",1,48.8408050537109,"Before",17.6857776641846,38,36,0,0,0,0,5,0,0,0,74.0918998566306,1
147,5231,"Treatment","Promotion","Eligible","Enrolled",1,39.5672340393066,"After",8.71738147735596,39,41,6,2,1,0,7,1,0,4,74.0918998566306,1
147,5231,"Treatment","Promotion","Eligible","Enrolled",1,39.5672340393066,"Before",14.841570854187,38,41,6,2,1,0,7,1,0,4,74.0918998566306,1
147,5233,"Treatment","Promotion","Eligible","Enrolled",1,49.0726432800293,"Before",22.4762573242188,35,28,9,6,0,0,5,0,1,23,74.0918998566306,1
147,5233,"Treatment","Promotion","Eligible","Enrolled",1,49.0726432800293,"After",12.2261343002319,36,29,9,6,0,0,5,0,1,23,74.0918998566306,1
147,5234,"Treatment","Promotion","Eligible","Enrolled",1,50.9273567199707,"After",17.9927043914795,41,41,6,4,0,0,6,0,1,11,74.0918998566306,1
147,5234,"Treatment","Promotion","Eligible","Enrolled",1,50.9273567199707,"Before",19.2876968383789,40,40,6,4,0,0,6,0,1,11,74.0918998566306,1
147,5235,"Treatment","Promotion","Eligible","Enrolled",1,45.0540962219238,"After",16.8700542449951,53,41,0,2,1,0,6,0,1,0,74.0918998566306,1
147,5235,"Treatment","Promotion","Eligible","Enrolled",1,45.0540962219238,"Before",18.9726238250732,52,41,0,2,1,0,6,0,1,0,74.0918998566306,1
147,5237,"Treatment","Promotion","Eligible","Enrolled",1,52.3183937072754,"Before",23.7632694244385,30,24,12,6,0,0,4,0,0,3,74.0918998566306,1
147,5237,"Treatment","Promotion","Eligible","Enrolled",1,52.3183937072754,"After",13.9915246963501,31,25,12,6,0,0,4,0,0,3,74.0918998566306,1
147,5238,"Treatment","Promotion","Eligible","Enrolled",1,53.1684684753418,"After",13.9456434249878,78,71,0,0,0,0,2,1,0,0,74.0918998566306,1
147,5238,"Treatment","Promotion","Eligible","Enrolled",1,53.1684684753418,"Before",22.6396312713623,77,70,0,0,0,0,2,1,0,0,74.0918998566306,1
147,5239,"Treatment","Promotion","Eligible","Enrolled",1,45.3894920349121,"After",21.6813583374023,44,35,3,2,0,0,3,0,0,0,74.0918998566306,1
147,5239,"Treatment","Promotion","Eligible","Enrolled",1,45.3894920349121,"Before",23.0499591827393,43,34,3,2,0,0,3,0,0,0,74.0918998566306,1
147,5240,"Treatment","Promotion","Eligible","Enrolled",1,32.6893348693848,"After",2.55626130104065,54,30,3,0,0,0,9,1,0,0,74.0918998566306,1
147,5240,"Treatment","Promotion","Eligible","Enrolled",1,32.6893348693848,"Before",8.38031673431396,53,29,3,0,0,0,9,1,0,0,74.0918998566306,1
147,5242,"Treatment","Promotion","Eligible","Enrolled",1,35.3168487548828,"After",6.76754760742188,33,36,6,6,0,0,8,0,0,2,74.0918998566306,1
147,5242,"Treatment","Promotion","Eligible","Enrolled",1,35.3168487548828,"Before",12.3387908935547,32,35,6,6,0,0,8,0,0,2,74.0918998566306,1
147,5243,"Treatment","Promotion","Eligible","Enrolled",1,51.7774353027344,"After",16.2595729827881,49,41,2,2,1,0,4,0,0,4,74.0918998566306,1
147,5243,"Treatment","Promotion","Eligible","Enrolled",1,51.7774353027344,"Before",24.2638816833496,48,41,2,2,1,0,4,0,0,4,74.0918998566306,1
147,5244,"Treatment","Promotion","Eligible","Enrolled",1,50.8500785827637,"After",24.7694816589355,37,38,6,3,0,0,6,0,1,4,74.0918998566306,1
147,5244,"Treatment","Promotion","Eligible","Enrolled",1,50.8500785827637,"Before",17.5725364685059,36,37,6,3,0,0,6,0,1,4,74.0918998566306,1
147,5245,"Treatment","Promotion","Eligible","Enrolled",1,45.3632164001465,"After",10.9605855941772,54,46,1,1,0,0,8,0,0,2,74.0918998566306,1
147,5245,"Treatment","Promotion","Eligible","Enrolled",1,45.3632164001465,"Before",14.1321573257446,53,45,1,1,0,0,8,0,0,2,74.0918998566306,1
99,5255,"Control","No promotion","Eligible","Not enrolled",0,35.5486869812012,"After",13.8106737136841,39,37,0,0,0,0,9,0,1,3,62.3217482974921,0
99,5255,"Control","No promotion","Eligible","Not enrolled",0,35.5486869812012,"Before",10.2950296401978,38,36,0,0,0,0,9,0,1,3,62.3217482974921,0
99,5258,"Control","No promotion","Eligible","Not enrolled",0,42.8129844665527,"After",26.3465747833252,32,32,4,6,0,0,7,0,1,0,62.3217482974921,0
99,5258,"Control","No promotion","Eligible","Not enrolled",0,42.8129844665527,"Before",13.9792432785034,31,31,4,6,0,0,7,0,1,0,62.3217482974921,0
99,5259,"Control","No promotion","Eligible","Not enrolled",0,52.2411117553711,"After",19.6098098754883,42,38,2,2,0,0,7,0,1,0,62.3217482974921,0
99,5259,"Control","No promotion","Eligible","Not enrolled",0,52.2411117553711,"Before",18.0962600708008,41,41,2,2,0,0,7,0,1,0,62.3217482974921,0
99,5262,"Control","No promotion","Eligible","Not enrolled",0,52.5502319335938,"Before",16.984920501709,28,27,6,4,0,0,4,1,1,0,62.3217482974921,0
99,5262,"Control","No promotion","Eligible","Not enrolled",0,52.5502319335938,"After",22.5427417755127,29,28,6,4,0,0,4,1,1,0,62.3217482974921,0
99,5263,"Control","No promotion","Eligible","Not enrolled",0,52.1638336181641,"Before",11.5684146881104,55,47,3,2,0,0,8,1,1,0,62.3217482974921,0
99,5263,"Control","No promotion","Eligible","Not enrolled",0,52.1638336181641,"After",22.4654293060303,56,48,3,2,0,0,8,1,1,0,62.3217482974921,0
99,5265,"Control","No promotion","Eligible","Not enrolled",0,46.9088096618652,"After",25.3231372833252,34,31,2,9,0,0,6,0,1,0,62.3217482974921,0
99,5265,"Control","No promotion","Eligible","Not enrolled",0,46.9088096618652,"Before",16.1841812133789,33,30,2,9,0,0,6,0,1,0,62.3217482974921,0
99,5267,"Control","No promotion","Eligible","Not enrolled",0,40.0309104919434,"After",13.9434871673584,42,41,3,2,0,0,10,0,1,2,62.3217482974921,0
99,5267,"Control","No promotion","Eligible","Not enrolled",0,40.0309104919434,"Before",9.44977474212646,41,40,3,2,0,0,10,0,1,2,62.3217482974921,0
34,5275,"Treatment","Promotion","Eligible","Enrolled",1,45.4404945373535,"Before",20.8230648040771,63,65,1,0,0,0,5,0,1,2,61.2595062525881,1
34,5275,"Treatment","Promotion","Eligible","Enrolled",1,45.4404945373535,"After",0.199597552418709,63,66,1,0,0,0,5,0,1,2,61.2595062525881,1
34,5280,"Treatment","Promotion","Eligible","Enrolled",1,50.463680267334,"After",11.5897798538208,26,23,6,6,0,0,3,0,0,0,61.2595062525881,1
34,5280,"Treatment","Promotion","Eligible","Enrolled",1,50.463680267334,"Before",20.6516284942627,25,22,6,6,0,0,3,0,0,0,61.2595062525881,1
34,5281,"Treatment","Promotion","Eligible","Enrolled",1,39.5672340393066,"Before",8.65697288513184,28,23,0,0,0,1,6,1,0,0,61.2595062525881,1
34,5281,"Treatment","Promotion","Eligible","Enrolled",1,39.5672340393066,"After",2.32771515846252,28,24,0,0,0,1,6,1,0,0,61.2595062525881,1
34,5282,"Treatment","Promotion","Eligible","Enrolled",1,41.6537857055664,"Before",14.2105703353882,63,53,2,1,0,0,7,1,0,3,61.2595062525881,1
34,5282,"Treatment","Promotion","Eligible","Enrolled",1,41.6537857055664,"After",15.9748048782349,63,54,2,1,0,0,7,1,0,3,61.2595062525881,1
34,5284,"Treatment","Promotion","Eligible","Enrolled",1,40.7264289855957,"Before",13.2412147521973,36,41,2,0.5,0,0,8,0,1,2,61.2595062525881,1
34,5284,"Treatment","Promotion","Eligible","Enrolled",1,40.7264289855957,"After",9.8540678024292,37,41,2,0.5,0,0,8,0,1,2,61.2595062525881,1
34,5285,"Treatment","Promotion","Eligible","Enrolled",1,51.2630615234375,"After",0,44,46,2,0,0,0,9,1,1,4,61.2595062525881,1
34,5285,"Treatment","Promotion","Eligible","Enrolled",1,51.2630615234375,"Before",9.59316062927246,43,45,2,0,0,0,9,1,1,4,61.2595062525881,1
34,5287,"Treatment","Promotion","Eligible","Enrolled",1,50.1545600891113,"After",10.7383241653442,35,34,6,6,0,0,5,0,1,1,61.2595062525881,1
34,5287,"Treatment","Promotion","Eligible","Enrolled",1,50.1545600891113,"Before",18.8448905944824,35,34,6,6,0,0,5,0,1,1,61.2595062525881,1
34,5288,"Treatment","Promotion","Eligible","Enrolled",1,51.8547134399414,"After",10.4809484481812,26,26,9,6,0,0,4,0,1,0,61.2595062525881,1
34,5288,"Treatment","Promotion","Eligible","Enrolled",1,51.8547134399414,"Before",19.1443004608154,25,25,9,6,0,0,4,0,1,0,61.2595062525881,1
34,5293,"Treatment","Promotion","Eligible","Enrolled",1,43.9721794128418,"After",5.8436279296875,48,41,3,2,0,0,8,1,1,3,61.2595062525881,1
34,5293,"Treatment","Promotion","Eligible","Enrolled",1,43.9721794128418,"Before",11.6754083633423,48,41,3,2,0,0,8,1,1,3,61.2595062525881,1
34,5294,"Treatment","Promotion","Eligible","Enrolled",1,50.7727966308594,"After",9.12115955352783,49,49,3,3,0,0,5,0,1,2,61.2595062525881,1
34,5294,"Treatment","Promotion","Eligible","Enrolled",1,50.7727966308594,"Before",20.4117679595947,48,48,3,3,0,0,5,0,1,2,61.2595062525881,1
34,5296,"Treatment","Promotion","Eligible","Enrolled",1,48.2998466491699,"Before",15.1608276367188,29,28,8,8,0,0,5,1,1,0,61.2595062525881,1
34,5296,"Treatment","Promotion","Eligible","Enrolled",1,48.2998466491699,"After",6.85609722137451,30,29,8,8,0,0,5,1,1,0,61.2595062525881,1
34,5300,"Treatment","Promotion","Eligible","Enrolled",1,52.2411117553711,"After",14.2655210494995,31,41,0,0,0,0,3,1,1,1,61.2595062525881,1
34,5300,"Treatment","Promotion","Eligible","Enrolled",1,52.2411117553711,"Before",19.1812934875488,30,40,0,0,0,0,3,1,1,1,61.2595062525881,1
34,5312,"Treatment","Promotion","Eligible","Enrolled",1,38.0216369628906,"After",4.24536037445068,38,40,6,3,0,0,9,0,1,2,61.2595062525881,1
34,5312,"Treatment","Promotion","Eligible","Enrolled",1,38.0216369628906,"Before",11.2128190994263,37,39,6,3,0,0,9,0,1,2,61.2595062525881,1
56,5320,"Treatment","Promotion","Eligible","Enrolled",1,49.0726432800293,"Before",15.5894718170166,22,21,6,4,0,0,4,1,0,0,76.9980990185482,1
56,5320,"Treatment","Promotion","Eligible","Enrolled",1,49.0726432800293,"After",5.53525733947754,23,22,6,4,0,0,4,1,0,0,76.9980990185482,1
56,5321,"Treatment","Promotion","Eligible","Enrolled",1,47.7588882446289,"After",8.6902322769165,40,45,0,2,0,0,9,1,0,3,76.9980990185482,1
56,5321,"Treatment","Promotion","Eligible","Enrolled",1,47.7588882446289,"Before",7.81516790390015,39,44,0,2,0,0,9,1,0,3,76.9980990185482,1
56,5323,"Treatment","Promotion","Eligible","Enrolled",1,50,"Before",21.764461517334,57,48,0,4,0,0,4,0,0,3,76.9980990185482,1
56,5323,"Treatment","Promotion","Eligible","Enrolled",1,50,"After",2.13806843757629,58,49,0,4,0,0,4,0,0,3,76.9980990185482,1
56,5330,"Treatment","Promotion","Eligible","Enrolled",1,50.540958404541,"Before",20.6185817718506,27,26,7,6,0,0,2,1,0,0,76.9980990185482,1
56,5330,"Treatment","Promotion","Eligible","Enrolled",1,50.540958404541,"After",8.86703014373779,28,27,7,6,0,0,2,1,0,0,76.9980990185482,1
56,5332,"Treatment","Promotion","Eligible","Enrolled",1,48.1452865600586,"Before",18.5916290283203,33,33,9,3,0,0,5,0,1,1,76.9980990185482,1
56,5332,"Treatment","Promotion","Eligible","Enrolled",1,48.1452865600586,"After",6.02083110809326,34,34,9,3,0,0,5,0,1,1,76.9980990185482,1
56,5333,"Treatment","Promotion","Eligible","Enrolled",1,41.0355491638184,"After",8.38712596893311,34,30,3,1,0,0,6,0,1,0,76.9980990185482,1
56,5333,"Treatment","Promotion","Eligible","Enrolled",1,41.0355491638184,"Before",16.1330108642578,33,29,3,1,0,0,6,0,1,0,76.9980990185482,1
56,5337,"Treatment","Promotion","Eligible","Enrolled",1,41.1128273010254,"After",3.80415463447571,31,28,6,1,0,0,7,1,0,0,76.9980990185482,1
56,5337,"Treatment","Promotion","Eligible","Enrolled",1,41.1128273010254,"Before",10.7487173080444,30,27,6,1,0,0,7,1,0,0,76.9980990185482,1
56,5338,"Treatment","Promotion","Eligible","Enrolled",1,46.5224113464355,"After",3.44171738624573,37,30,8,6,0,0,5,0,1,0,76.9980990185482,1
56,5338,"Treatment","Promotion","Eligible","Enrolled",1,46.5224113464355,"Before",18.4959583282471,37,29,8,6,0,0,5,0,1,0,76.9980990185482,1
56,5342,"Treatment","Promotion","Eligible","Enrolled",1,40.1081924438477,"Before",11.7753934860229,36,35,5,4,0,0,7,1,0,0,76.9980990185482,1
56,5342,"Treatment","Promotion","Eligible","Enrolled",1,40.1081924438477,"After",12.2162828445435,37,36,5,4,0,0,7,1,0,0,76.9980990185482,1
56,5344,"Treatment","Promotion","Eligible","Enrolled",1,47.4884071350098,"After",20.0618019104004,48,45,2,4,0,0,7,1,1,3,76.9980990185482,1
56,5344,"Treatment","Promotion","Eligible","Enrolled",1,47.4884071350098,"Before",13.759352684021,47,44,2,4,0,0,7,1,1,3,76.9980990185482,1
56,5345,"Treatment","Promotion","Eligible","Enrolled",1,48.1066474914551,"Before",7.97602891921997,61,55,3,0,0,0,10,1,0,3,76.9980990185482,1
56,5345,"Treatment","Promotion","Eligible","Enrolled",1,48.1066474914551,"After",0.348540484905243,63,56,3,0,0,0,10,1,0,3,76.9980990185482,1
56,5346,"Treatment","Promotion","Eligible","Enrolled",1,52.3183937072754,"Before",14.8752603530884,48,40,3,3,0,0,6,1,0,0,76.9980990185482,1
56,5346,"Treatment","Promotion","Eligible","Enrolled",1,52.3183937072754,"After",8.6667013168335,49,41,3,3,0,0,6,1,0,0,76.9980990185482,1
99,5347,"Control","No promotion","Eligible","Not enrolled",0,44.2040176391602,"Before",12.3425674438477,49,45,0,0,0,0,7,1,0,2,73.1139669322029,0
99,5347,"Control","No promotion","Eligible","Not enrolled",0,44.2040176391602,"After",16.9737243652344,50,46,0,0,0,0,7,1,0,2,73.1139669322029,0
99,5349,"Control","No promotion","Eligible","Not enrolled",0,46.9088096618652,"Before",17.75390625,47,30,3,0,0,0,6,0,0,5,73.1139669322029,0
99,5349,"Control","No promotion","Eligible","Not enrolled",0,46.9088096618652,"After",13.9860906600952,48,31,3,0,0,0,6,0,0,5,73.1139669322029,0
99,5350,"Control","No promotion","Eligible","Not enrolled",0,47.7588882446289,"Before",23.5615653991699,74,74,2,4,0,0,2,1,0,1,73.1139669322029,0
99,5350,"Control","No promotion","Eligible","Not enrolled",0,47.7588882446289,"After",27.7525634765625,75,75,2,4,0,0,2,1,0,1,73.1139669322029,0
99,5351,"Control","No promotion","Eligible","Not enrolled",0,24.6522407531738,"After",11.2476940155029,35,38,0,6,0,0,8,1,0,2,73.1139669322029,0
99,5351,"Control","No promotion","Eligible","Not enrolled",0,24.6522407531738,"Before",8.98486709594727,34,37,0,6,0,0,8,1,0,2,73.1139669322029,0
99,5352,"Control","No promotion","Eligible","Not enrolled",0,39.258113861084,"Before",17.9722099304199,37,27,6,3,0,0,4,1,1,1,73.1139669322029,0
99,5352,"Control","No promotion","Eligible","Not enrolled",0,39.258113861084,"After",14.020263671875,38,28,6,3,0,0,4,1,1,1,73.1139669322029,0
99,5355,"Control","No promotion","Eligible","Not enrolled",0,46.5224113464355,"Before",15.934720993042,52,49,4,3,0,0,6,1,1,2,73.1139669322029,0
99,5355,"Control","No promotion","Eligible","Not enrolled",0,46.5224113464355,"After",12.6701765060425,53,49,4,3,0,0,6,1,1,2,73.1139669322029,0
99,5356,"Control","No promotion","Eligible","Not enrolled",0,45.9814529418945,"Before",18.6866455078125,23,24,4,1,0,0,4,0,0,1,73.1139669322029,0
99,5356,"Control","No promotion","Eligible","Not enrolled",0,45.9814529418945,"After",16.0029754638672,23,25,4,1,0,0,4,0,0,1,73.1139669322029,0
99,5357,"Control","No promotion","Eligible","Not enrolled",0,43.2766609191895,"After",13.6843700408936,24,23,6,6,0,0,5,1,0,1,73.1139669322029,0
99,5357,"Control","No promotion","Eligible","Not enrolled",0,43.2766609191895,"Before",13.8695936203003,23,22,6,6,0,0,5,1,0,1,73.1139669322029,0
99,5359,"Control","No promotion","Eligible","Not enrolled",0,36.2442054748535,"Before",11.8250102996826,30,28,0,0,0,0,6,1,0,0,73.1139669322029,0
99,5359,"Control","No promotion","Eligible","Not enrolled",0,36.2442054748535,"After",15.9227266311646,31,29,0,0,0,0,6,1,0,0,73.1139669322029,0
99,5365,"Control","No promotion","Eligible","Not enrolled",0,52.3956718444824,"Before",7.1489520072937,48,49,3,3,0,0,10,1,1,0,73.1139669322029,0
99,5365,"Control","No promotion","Eligible","Not enrolled",0,52.3956718444824,"After",10.333194732666,49,50,3,3,0,0,10,1,1,0,73.1139669322029,0
99,5369,"Control","No promotion","Eligible","Not enrolled",0,50.1159210205078,"After",11.613317489624,33,41,5,2,1,0,7,0,0,2,73.1139669322029,0
99,5369,"Control","No promotion","Eligible","Not enrolled",0,50.1159210205078,"Before",16.5156345367432,32,41,5,2,1,0,7,0,0,2,73.1139669322029,0
142,5371,"Treatment","Promotion","Eligible","Enrolled",1,37.7125205993652,"Before",12.3632793426514,37,29,6,6,0,0,8,0,1,0,82.5778582805197,1
142,5371,"Treatment","Promotion","Eligible","Enrolled",1,37.7125205993652,"After",6.15438079833984,38,30,6,6,0,0,8,0,1,0,82.5778582805197,1
142,5374,"Treatment","Promotion","Eligible","Enrolled",1,42.7357025146484,"Before",12.9866924285889,32,27,6,6,0,0,6,1,0,0,82.5778582805197,1
142,5374,"Treatment","Promotion","Eligible","Enrolled",1,42.7357025146484,"After",5.04870700836182,33,28,6,6,0,0,6,1,0,0,82.5778582805197,1
142,5380,"Treatment","Promotion","Eligible","Enrolled",1,39.5938186645508,"After",9.44146251678467,45,44,3,3,0,0,5,0,0,4,82.5778582805197,1
142,5380,"Treatment","Promotion","Eligible","Enrolled",1,39.5938186645508,"Before",20.1101913452148,44,43,3,3,0,0,5,0,0,4,82.5778582805197,1
142,5384,"Treatment","Promotion","Eligible","Enrolled",1,43.5471420288086,"Before",6.46573638916016,31,33,0,6,0,0,9,1,1,0,82.5778582805197,1
142,5384,"Treatment","Promotion","Eligible","Enrolled",1,43.5471420288086,"After",1.53229737281799,32,34,0,6,0,0,9,1,1,0,82.5778582805197,1
142,5387,"Treatment","Promotion","Eligible","Enrolled",1,45.8268928527832,"After",3.5198233127594,57,49,2,2,0,0,8,0,1,0,82.5778582805197,1
142,5387,"Treatment","Promotion","Eligible","Enrolled",1,45.8268928527832,"Before",14.2683658599854,56,48,2,2,0,0,8,0,1,0,82.5778582805197,1
142,5390,"Treatment","Promotion","Eligible","Enrolled",1,52.8593521118164,"After",4.98077392578125,51,52,1,3,0,0,5,1,0,0,82.5778582805197,1
142,5390,"Treatment","Promotion","Eligible","Enrolled",1,52.8593521118164,"Before",17.3175582885742,51,51,1,3,0,0,5,1,0,0,82.5778582805197,1
177,5403,"Treatment","No promotion","Eligible","Enrolled",1,53.0139122009277,"After",3.5897753238678,57,52,2,1,0,0,10,1,1,14,77.7851580546895,1
177,5403,"Treatment","No promotion","Eligible","Enrolled",1,53.0139122009277,"Before",10.1614589691162,56,51,2,1,0,0,10,1,1,14,77.7851580546895,1
177,5405,"Treatment","No promotion","Eligible","Enrolled",1,51.4296760559082,"Before",6.49893283843994,38,40,6,2,0,0,10,1,1,1,77.7851580546895,1
177,5405,"Treatment","No promotion","Eligible","Enrolled",1,51.4296760559082,"After",0,39,41,6,2,0,0,10,1,1,1,77.7851580546895,1
177,5406,"Treatment","No promotion","Eligible","Enrolled",1,49.2658424377441,"Before",15.912239074707,47,47,2,1,0,0,7,0,0,2,77.7851580546895,1
177,5406,"Treatment","No promotion","Eligible","Enrolled",1,49.2658424377441,"After",4.46820449829102,48,48,2,1,0,0,7,0,0,2,77.7851580546895,1
177,5411,"Treatment","No promotion","Eligible","Enrolled",1,40.417308807373,"Before",10.5923500061035,42,37,6,6,0,0,8,1,1,0,77.7851580546895,1
177,5411,"Treatment","No promotion","Eligible","Enrolled",1,40.417308807373,"After",12.6178922653198,43,38,6,6,0,0,8,1,1,0,77.7851580546895,1
177,5414,"Treatment","No promotion","Eligible","Enrolled",1,51.3910369873047,"After",7.23929882049561,45,39,1,6,0,0,9,1,0,3,77.7851580546895,1
177,5414,"Treatment","No promotion","Eligible","Enrolled",1,51.3910369873047,"Before",8.9453239440918,44,38,1,6,0,0,9,1,0,3,77.7851580546895,1
177,5416,"Treatment","No promotion","Eligible","Enrolled",1,49.6908798217773,"After",11.064902305603,28,29,6,4,0,0,4,1,1,0,77.7851580546895,1
177,5416,"Treatment","No promotion","Eligible","Enrolled",1,49.6908798217773,"Before",17.006965637207,27,28,6,4,0,0,4,1,1,0,77.7851580546895,1
177,5418,"Treatment","No promotion","Eligible","Enrolled",1,47.2952079772949,"After",10.6972684860229,24,26,9,6,0,0,4,0,1,2,77.7851580546895,1
177,5418,"Treatment","No promotion","Eligible","Enrolled",1,47.2952079772949,"Before",19.29567527771,23,25,9,6,0,0,4,0,1,2,77.7851580546895,1
177,5419,"Treatment","No promotion","Eligible","Enrolled",1,51.6615142822266,"Before",13.275050163269,76,73,0,0,0,0,7,1,1,4,77.7851580546895,1
177,5419,"Treatment","No promotion","Eligible","Enrolled",1,51.6615142822266,"After",4.56609630584717,77,74,0,0,0,0,7,1,1,4,77.7851580546895,1
177,5420,"Treatment","No promotion","Eligible","Enrolled",1,51.9319953918457,"Before",17.2609939575195,32,25,4,4,0,0,4,1,1,0,77.7851580546895,1
177,5420,"Treatment","No promotion","Eligible","Enrolled",1,51.9319953918457,"After",10.7595682144165,33,26,4,4,0,0,4,1,1,0,77.7851580546895,1
193,5424,"Control","Promotion","Eligible","Not enrolled",0,39.438175201416,"After",13.7874345779419,44,42,1,9,0,0,10,1,0,5,77.4253212588937,0
193,5424,"Control","Promotion","Eligible","Not enrolled",0,39.438175201416,"Before",7.29168844223022,43,41,1,9,0,0,10,1,0,5,77.4253212588937,0
193,5425,"Control","Promotion","Eligible","Not enrolled",0,41.6537857055664,"After",16.3992176055908,29,23,2,4,0,0,4,0,0,0,77.4253212588937,0
193,5425,"Control","Promotion","Eligible","Not enrolled",0,41.6537857055664,"Before",18.941499710083,28,23,2,4,0,0,4,0,0,0,77.4253212588937,0
193,5428,"Control","Promotion","Eligible","Not enrolled",0,40.4945907592773,"Before",17.1860332489014,29,32,0,0,0,0,5,0,0,3,77.4253212588937,0
193,5428,"Control","Promotion","Eligible","Not enrolled",0,40.4945907592773,"After",13.6426773071289,30,33,0,0,0,0,5,0,0,3,77.4253212588937,0
193,5429,"Control","Promotion","Eligible","Not enrolled",0,33.3848533630371,"After",16.3279304504395,30,26,0,3,0,0,6,1,0,3,77.4253212588937,0
193,5429,"Control","Promotion","Eligible","Not enrolled",0,33.3848533630371,"Before",12.0708866119385,29,25,0,3,0,0,6,1,0,3,77.4253212588937,0
